id,comment_problem,comment_verb,comment_obj
2335,positioning use design software to ensure alignment,reintegrate,breakfast icon
2337,separate background,choose,positioning use design software to ensure alignment
2339,text color contrast,adjust,text color contrast
2340,current lack,uniform font style to be use consistently,text color contrast
2341,ranking text,increase,current button size
2342,ranking text,increase,separate background
2343,color weight,increase,color weight
2344,ranking text,increase,ranking text
2346,more readable font,be,more readable font
2348,current button size,increase,current button size
2350,current button size,increase,current button size
2351,current button size,increase,current button size
2352,color weight,increase,color weight
2353,ranking text,increase,ranking text
2354,text color contrast,ncrease,separate background
2355,ranking text,choose,text color contrast
2356,ranking text,increase,current button size
2358,ok and cancel button,align,ok and cancel button
2359,button or icon allow user to see current location,make,brown button
2360,location tab,increase,separate background
2361,positioning use design software to ensure alignment,uniform font style to be use consistently,consistent style
2363,button or icon allow user to see current location,add,button or icon allow user to see current location
2364,current button size,increase,current button size
2365,ranking text,change,ranking text
2367,facebook app,reintegrate,playlist or queue functionality
2368,ranking text,increase,current button size
2369,text color contrast,change,text color contrast
2372,button or icon allow user to see current location,increase,current button size
2373,section border,choose,text color contrast
2374,purpose and function,align,purpose and function
2375,current button size,increase,current button size
2376,space element,maintain,spacing
2379,label new & special,increase,current button size
2380,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
2383,essential content,add,consistent margin
2384,icon and head select photo,gallery,heading
2386,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
2389,button or icon allow user to see current location,align,button or icon allow user to see current location
2390,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
